transcription,file_name
hai keoi zyut tung zi jin hau zi dung saan goi,common_voice_yue_31946963
gau jung zau hou laa dau gou me,common_voice_yue_31946973
keoi dei mou sam heoi hok,common_voice_yue_31946983
ngo waa hai keoi din nou jap bin wan haa zau jau,common_voice_yue_31946984
m zi mat loi ge,common_voice_yue_31946985
ding gam ke ne ge,common_voice_yue_31947014
zan hai ge wai mat je ngo dei naam fong ge jyu jin zau gam bat sau zung si,common_voice_yue_31947037
nei mai maan maan tung keoi dei tou leon lo,common_voice_yue_31947038
gong hoi gei go zung jat si ting m gwaan,common_voice_yue_31947100
hou ci ngo gam ge hok saang gan bun mou gei go,common_voice_yue_31947102
kau haa nei bei ngo tung nei dei jat cai zyu,common_voice_yue_31947167
gaau dou ngo dou m zi nim dou bin la,common_voice_yue_31947209
mou si m gan jiu,common_voice_yue_31947260
hai m hai dou ji ging joek ding zuk sing jung jat se gang jung ji tai dak ming ge zi,common_voice_yue_31947262
jau man tai ho ji tai ceot loi daai gaa wui gaai daap,common_voice_yue_31947340
se do di zau wui gei dak,common_voice_yue_31947575
wui m wui jan wai gun waa mou leoi ci ge gong faat so ji dou zi nei go gong faat seoi lok zo ne,common_voice_yue_31947578
nei jau mou nang lik goi bin,common_voice_yue_31947639
zung gwok sei baak daai sing,common_voice_yue_31947641
zou zi dang hai fo m sai maang mo mo,common_voice_yue_31947827
dim gaai m zoeng jyut jyu zok wai gun fong jyu jin,common_voice_yue_31947828
zung gaau daa zai nei tou ji gaa dou hing sai fong go tou tung zai neoi zou pang jau,common_voice_yue_31947882
ziu lai wing gong ceot san ngaan sap sap fu zou bui gaai nung man mou mat ho wui bei,common_voice_yue_31947885
keoi dei hai puk gaai aa puk gaai,common_voice_yue_31947929
daan hai zeoi mei dou caa m dou,common_voice_yue_31948032
hou lai hoi wo,common_voice_yue_31948033
ngo jat zik zeoi gou,common_voice_yue_31948035
nei sik keoi ga ho,common_voice_yue_31948095
sau sin jiu jau go loeng hou ge waan ging,common_voice_yue_31948096
ngo jau jau gei juk tai lok hou daai zek,common_voice_yue_31948150
zing jik kau zing aa maa,common_voice_yue_31948164
syu min jyu dou soeng jung nei go ci,common_voice_yue_31948167
ngau juk jau mou gam daai lap,common_voice_yue_31948202
zing zo gu gai m siu jan maai ping gwo,common_voice_yue_31948204
fu neoi zit nei hai mai fong gaa,common_voice_yue_31948246
lin go jam dou daa m dou zung dim wan dou aa,common_voice_yue_31948248
ngo zung ji wai nei soeng bou ci san bei gam tim,common_voice_yue_31948295
nei tai haa di gan zung hou hou,common_voice_yue_31948297
hai hoeng gong ho ji m sai lei laau zai,common_voice_yue_31948298
ngo hai saan dung jan loi ge,common_voice_yue_31948299
gun liu gim dei zyu,common_voice_yue_31948345
gan bun zau hai gam juk kei ngoi baai seoi kei zung,common_voice_yue_31948350
dou daai maa ging jin wan au mei,common_voice_yue_31948352
hou do ngoi loi jan,common_voice_yue_31948401
zung jau baak fan zi ji lo,common_voice_yue_31948668
jyu dou zo mou faat tung bou ge man tai,common_voice_yue_31948950
m fei m sau,common_voice_yue_31948966
ji gaa hai pou kap jyut jyu jung zi sin,common_voice_yue_31949001
faat nei ge mung laa,common_voice_yue_31956040
nei go jau mat je kei gwaai ge ne,common_voice_yue_31956042
ngo bou sau gei,common_voice_yue_31956043
tai dou zau sing san zuk nei haang daai wan,common_voice_yue_31956045
jiu tai gou ging tik ge jing goi hai nei ji m hai ngo,common_voice_yue_31959476
ngo gou zung jau go tung hok hai hon bing zoeng cung jit seoi zau gam mou,common_voice_yue_31959478
ngo dou m zi dim haa zoi nei si haa,common_voice_yue_31959480
keoi dei ge tau faat zi cung sei sap nin cin zau m ho ji bou lou ceot loi bit seoi daai tau gan,common_voice_yue_31959483
waa m ding nei zan hai zou co je ne,common_voice_yue_31959485
m wui taai coeng ge ngo dou se,common_voice_yue_31959491
keoi zi so ji wui hai dou zyu hai jan wai keoi aa baa aa maa tung keoi go luk hing dai ze mui dou hai jam ngok jan,common_voice_yue_31959493
gam ngo ho ji tung keoi gong haa,common_voice_yue_31959494
daan bin dou jau jan cong seon sik aa,common_voice_yue_31959502
syu jap maa faan jau jiu ji ci gei jik m sik hap teoi gwong sai jung,common_voice_yue_31959505
jyun ging ge tin zik hai ceoi bou on loeng geng ok cing gaan gei si bin zo kwaa ging hoi fat daan,common_voice_yue_31959601
gong maai sin laa,common_voice_yue_31959603
gam dou gai bei ngo tai haa nei di fuk gei,common_voice_yue_31959604
faat sang mat je si,common_voice_yue_31959990
zeoi gan sam taai gui hei mong daai gaa do fan mak kai,common_voice_yue_31959993
keoi hou ci dou hou m dak haan jyu gu jau jan bong keoi sau zau zeoi hou la,common_voice_yue_31959999
bin go zi gei jat go fan,common_voice_yue_31960001
je maan go caan jiu dang dou je maan haak sin zi jau dak sik wo gam zou aa maa m bei sik,common_voice_yue_31960002
waak ze sau ngan mat je ge dou ho ji nam haa,common_voice_yue_31960003
m hou jing hoeng zi gei jat soeng gung zok,common_voice_yue_31960005
nei zung seoi zeon hou ji si gong zi gei hai lou si,common_voice_yue_31960006
nei jing goi cing co di,common_voice_yue_31960007
gam ci go so zai jau gaau me aa,common_voice_yue_31960018
ngo tai seng haa keoi ze,common_voice_yue_31960631
tung ngo caa m do daai aa,common_voice_yue_31960635
tai ngo gei jau lai maau heoi zi cin gong faan sing,common_voice_yue_31961262
zung bei gaau zing gaan m wui taai cam hei,common_voice_yue_31961263
ngo dou m gong gam do zik zip zou ceot lai,common_voice_yue_31963002
ngo mat leoi jing ge fan lin jing dou m zung ji,common_voice_yue_31963004
m hou gaau ngo,common_voice_yue_31977648
zi gei jau m zi jung me mong zaam me jyun gin lai caa duk jam,common_voice_yue_31977652
nei hai gwong zau zyu bin dou jau me can cik cyun bou dou jau dang gei,common_voice_yue_31977654
ngo heoi jam bui caa tung keoi dei jam si zok deoi,common_voice_yue_31979298
nei m hai je maan sin hoi gung go me,common_voice_yue_31979299
jung zing tai zi jau mat man tai,common_voice_yue_31979300
cung jit seoi jiu zyu ji mui hei zung duk,common_voice_yue_31990206
ne fan gung zou hei san m hai gam ji ngo si gwo,common_voice_yue_31990214
m gan jiu ngo hou faai wui tung keoi cung coi,common_voice_yue_31990220
ngo mou faat wui daap jat di sip kap gaan tai zi faan tai zi ge tai man,common_voice_yue_31990236
waak ze kei taa ngo soeng sam ge ging lik zau hai wai zo nei,common_voice_yue_31990261
gong gan nei zi gei aa,common_voice_yue_31990263
zyu gaa fe dau m tung jau jiu waa nei zi,common_voice_yue_31990272
kei doi haa nei ci sing kap ge gung nang,common_voice_yue_31990280
jau mat hai faan tai zi,common_voice_yue_31990282
ngo zung mei zap jyun fan zi liu mau jin gung hoi hou ci jau di m fu zaak jam,common_voice_yue_31990639
jiu loeng go hou jau jat cai sin dak,common_voice_yue_31990640
dak gam nei go jau ngo loi pun dyun,common_voice_yue_31990641
hok jat man m doi biu maai gwok,common_voice_yue_31990643
nei go dim syun aa,common_voice_yue_31990686
bat gwo nei go diu caa git gwo dou faan jing ceot ji gaa kok sat jau m siu jan hai gam jing wai ge,common_voice_yue_31990730
so zai sin wui lok dip,common_voice_yue_31990731
ngo dei gai si san ge wo,common_voice_yue_31990739
gan bei zaam si jau seoi jiu pang jau sai jung,common_voice_yue_31990766
tai m tai dou go saam go neoi zai,common_voice_yue_31990777
mei jau si gaan zing jyu gu jau jan hoi ci zing ngo ho ji tai gung hip zo,common_voice_yue_31990779
faat sang me si aa gong lai teng haa,common_voice_yue_31990786
ceng gaau zou leot si ge pang jau,common_voice_yue_31990787
gaau zo jat leon hou mang,common_voice_yue_31990792
hou ci nei faat mung go zan nei go ling wan hai zau zo heoi m zi bin dou,common_voice_yue_31990802
nei nam haa jiu gyun gei do hou nam jyun waa ngo ting,common_voice_yue_31990803
ngo dou hou zyun jat ge,common_voice_yue_31990804
siu je nei ho ji jyu bei haa laa,common_voice_yue_31990925
tai dou ngo jat gau gau gam,common_voice_yue_31990928
so ji jyu gu keoi jiu gei je bei nei ge waa ngo m zi keoi wui m wui gei dou,common_voice_yue_32024344
siu zo ceot lai zan hai,common_voice_yue_32024346
nei ji wai ngo gong me aa,common_voice_yue_32024526
ngo teng dou nei hai dou zaap zaap zaap,common_voice_yue_32024744
maa mi ni gei jat uk kei ho nang cou zo di,common_voice_yue_32024746
zing ji ho ji ting ci siu zyut deoi m ho ji ting,common_voice_yue_32024748
keoi dou dai heoi zo bin,common_voice_yue_32024750
hou do jan dou hai lam dou haau si sin zi sing hei jiu fuk zaap,common_voice_yue_32024901
jyut hip jat zik sai jung hoeng gong jyu jin hok hok wui fong on,common_voice_yue_32025000
hoi seoi gung jyun jat ding m wui zap faan ji dik dik nei ho nang wui zap,common_voice_yue_32025002
ngo deoi haai,common_voice_yue_32025005
daan hai ngo mou zou co,common_voice_yue_32025008
m hai aa hai mong cou lai,common_voice_yue_32025093
jing man syu jap faat dou jau nei zung jung co gei zai,common_voice_yue_32025094
nei tung keoi paak gwo to,common_voice_yue_32025096
keoi ding dou gei do go zung aa naa,common_voice_yue_32025098
dou si ngo dei wui laai nei zeon jap pan dou ge,common_voice_yue_32025365
nei dou ping si hou zing ga,common_voice_yue_32025366
hai loeng joeng m tung ge je lai wo,common_voice_yue_32025369
go go mong zaam mou jyu jam ge,common_voice_yue_32025429
gam m dim bo tai lai jiu si gwo kei taa fong faat,common_voice_yue_32025437
ho ji gong sing daa zim,common_voice_yue_32025444
hou ci gam zung sam haak di,common_voice_yue_32025528
wui m wui hai noi zi ge kei zung jat go gung nang,common_voice_yue_32025534
gam jat jiu gaau dim maai go jam mou,common_voice_yue_32025646
nei m gok dak jau di caan jan me,common_voice_yue_32025732
tau gai m dou sit zaa mai,common_voice_yue_32025734
go kyut ding ge pin cap gung sik,common_voice_yue_32025868
ngo zi dou nei wui hai tin soeng bou jau ngo,common_voice_yue_32025870
guk go wan m dou nei go zi,common_voice_yue_32025871
gun coi tau siu paau zoeng haak sei jan,common_voice_yue_32025951
jiu se gaa ze go meng aa maa,common_voice_yue_32025952
nei zau zo gwai dak haan lei nei me,common_voice_yue_32025954
ngo nam m sai jin san gam maa faan keoi laa,common_voice_yue_32026069
mong tin daa gwaa hai mat je ji si aa,common_voice_yue_32026073
go hau gwo jim zung gwo nei soeng zoeng hou do,common_voice_yue_32026227
siu can tiu neoi dou hai dai sei ga,common_voice_yue_32026236
ji gaa go ji gei bou dou zeoi hou jung ngo m soeng maai saai keoi,common_voice_yue_32026477
ngo zung ho ji dim laang zing dou aa,common_voice_yue_32026562
gaai sik hai deoi waa jap min jung dou ge ci wui,common_voice_yue_32026570
zing hai ho ji gam joeng daa,common_voice_yue_32058750
hai jan wai nei zoek gan deoi gau haai,common_voice_yue_32058754
maai zi zau zing saat kwan siu duk,common_voice_yue_32061884
jau hou ci gei jau dou lei,common_voice_yue_32061888
ngo dou lok gan jyu,common_voice_yue_32061889
je mok gwai sing waan ci zan,common_voice_yue_32061891
dim gaai gaau dou gam fuk zaap,common_voice_yue_32061894
so ji waa jiu lok gun,common_voice_yue_32061903
hai lo mou baan faat zi gei gaa soeng heoi,common_voice_yue_32061905
ngo dei giu saat kei maa,common_voice_yue_32061907
nei lai zou hau kei lo,common_voice_yue_32061915
nei nam zyu dim aa,common_voice_yue_32061919
hap zi jat syun hai seot sou,common_voice_yue_32061944
jat zik dou zi hai tung gan zip sin saang gong je,common_voice_yue_32061946
gang hai wan m dou la,common_voice_yue_32061948
zong saai loeng go sin dak,common_voice_yue_32061949
so ji nei zau daa baau daai faan uk kei,common_voice_yue_32061951
mai zi sin ji gaa di jan hai mai do sou jung ping jam,common_voice_yue_32061953
gan bun mou gam san ge jyut man baan,common_voice_yue_32061954
gam joeng luk jam haau gwo bei gaau hou,common_voice_yue_32061955
kwan zyu ho m ho ji zing go sau gei haa zoi tung maai sai jung jyut ping ge gaau hok,common_voice_yue_32061956
daan nei gei zyu wing jyun dou jiu zyut deoi jim gan,common_voice_yue_32061959
ngo jap dou heoi zi hau tai haa ho m ho ji jing hoeng dou jat di jung zi ge man tai,common_voice_yue_32061961
ji hau ngo dei zung ho ji heoi bin dok tai kaa tung pin aa,common_voice_yue_32061963
seng jat dou caau zok nei di siu sik ge waa gong haa gong haa zau bin sing zan gaa laa,common_voice_yue_32061964
goi zo keoi zau dak m sai ngai jan dei,common_voice_yue_32061966
dak jat zung dung mat ngo hai m zung ji m soeng dim dou ge hai sei goek paa paa,common_voice_yue_32061970
jyu gu ngo zan hai gam hou keoi zau m wui tung ngo fan sau zi hau zau tung nei jat cai laa,common_voice_yue_32061973
jat hai kek cing zau jit hyut gaa lai zi,common_voice_yue_32061974
nei go mei gin gwo ge bo wui m wui hai ngoi sing jan ne,common_voice_yue_32061975
jiu kaau zap zi pei mau sang,common_voice_yue_32061976
zong jyun zi hau so gaang gaang gam dang jat fan zung,common_voice_yue_32061977
ngo soeng seon sap zi gaa geng lin hai ngo dei seon joeng ge jat go mei lai ge lai mat,common_voice_yue_32061978
nei ho ji zik zip jung man zi lau jin,common_voice_yue_32061979
jiu tai haa kei taa zi fu sin dak ga,common_voice_yue_32061982
o ngo zung gaa jau jat gau baak min baau jap heoi,common_voice_yue_32061985
zing faan waang ce zi jau sik,common_voice_yue_32061989
go zaak jam dou hou daai,common_voice_yue_32061992
ting haa baat sing bou hei sin,common_voice_yue_32061996
ngo m soeng jan dei zi dou ngo san sai,common_voice_yue_32061997
zou san gam jat wui jau me king ne,common_voice_yue_32061998
m hai nei ting jat jau ci dou,common_voice_yue_32061999
sau sin zeoi zung jiu ge hai wan pin cap,common_voice_yue_32062001
ngo deoi can man gam ge tung maai jau si zi gei di hon,common_voice_yue_32062002
jyun cyun m gau daam gong ceot hau,common_voice_yue_32062003
ngo jau go ji man ceng man daai gaa,common_voice_yue_32062005
ji sau geoi dei,common_voice_yue_32062008
jyu gu nei m gaai ji gong ge waa,common_voice_yue_32062013
ngo ji wai ngo sin hai tin si ngo sin m wui baan ok mo,common_voice_yue_32062014
jyu gu nei keoi zyut cing fung so jau sing ze,common_voice_yue_32062015
jau bun si zau bou lou zan san,common_voice_yue_32062016
hei ji mai dak lo,common_voice_yue_32062017
ming zai gei dak gaau ngo dim zou aa,common_voice_yue_32062023
ngo hai hou ngaang geng ge bat gwo ngo dou hai hou jan ge,common_voice_yue_32062024
nei go kwan bun san hai zou me ge,common_voice_yue_32062025
fuk zai go zi ceot lai,common_voice_yue_32062027
nei ji wai ngo zan hai gam fu cin me,common_voice_yue_32062030
ngo soeng tim gaa jyut ping,common_voice_yue_32062031
nei zoi hai dou saai si gaan ngo ji gaa zau giu keoi zau,common_voice_yue_32062032
man zi hai gam zau hai gam m hai jung jau mou jung lai gong,common_voice_yue_32062040
faan haak wai zyu aa gaa zan,common_voice_yue_32062041
daan hou ci mou mat noi haam,common_voice_yue_32062049
lai baai luk dou jiu soeng tong ge me,common_voice_yue_32062050
sik ziu laa zou mat gau,common_voice_yue_32062054
nei go ngo zoi man man,common_voice_yue_32062056
soeng go jyut zung soeng dak dou,common_voice_yue_32062058
nei wui m wui heoi ga,common_voice_yue_32062059
m hou bei keoi gin dou leng neoi,common_voice_yue_32062060
nei geoi jin zi dou tim,common_voice_yue_32062061
bin go zi aa kau zi gaau,common_voice_yue_32062063
keoi sam cing m hou hai jan wai keoi uk kei jau si,common_voice_yue_32062066
nei gong bin dou ge haak gaa waa,common_voice_yue_32062068
gei leot m daai,common_voice_yue_32062070
ceot gan taai joeng tung si lok gan jyu nei zung jin zoeng giu baak zong jyu,common_voice_yue_32062072
jam ho jyu jin dou jau kei man faa ham ji,common_voice_yue_32062073
hou aa ngo sat dak ga,common_voice_yue_32062079
ngo sau gei jik tai m dou,common_voice_yue_32062080
dou si hai ngo dei ngo sei sin,common_voice_yue_32062081
waang dim nei jau zi mok,common_voice_yue_32062082
sik je hai siu je sik ziu hai zou caan,common_voice_yue_32062084
ni go jyut hou do baau zou gung baau zou po dou lau ngaan leoi laa,common_voice_yue_32062086
daan hai zeng seoi hang ding wui faan nei ho seoi,common_voice_yue_32062087
m jat ding nei m hai zung man hai tung zau jing hoeng m daai,common_voice_yue_32062092
dang keoi dei faat jyun go joeng lai gwo lai ngo dei zau hoi gung,common_voice_yue_32062096
ho ji lo tiu faai zi gat haa keoi,common_voice_yue_32062098
ngo gan di hei dai zeoi ging ge jan hok ge,common_voice_yue_32062100
nei faan zo gwong zau mei aa,common_voice_yue_32062103
jyu gu dang ng fan zung dou m dak sin hou syun bou sat baai,common_voice_yue_32062104
ji maa hyut dou laai zan hai gau wat dat,common_voice_yue_32062709
goi zo keoi zau dak laa,common_voice_yue_32062712
zou mat gam jin zek mou saai jin leon zi jau,common_voice_yue_32062714
zik si hai faat gun wong wong dou mou nang wai lik,common_voice_yue_32062717
sai gwai lei hok haau gong mat,common_voice_yue_32062953
gam ngo gam gai zuk lok wo,common_voice_yue_32062968
so ji jiu bei kei taa jan gang gaa bei sam gei duk syu,common_voice_yue_32062983
hai jau hok haau zeoi jau jing hoeng lik go gei go jan zou coi pun,common_voice_yue_32062984
gaai faa zi jau kei sat zik hai me jau,common_voice_yue_32062985
ngo zan hai ding m seon gaau m dim,common_voice_yue_32063085
dang ngo hou soeng cyun man zoeng,common_voice_yue_32063086
keoi deoi zyu ngo siu aa,common_voice_yue_32063087
ngo dou zung ji ting,common_voice_yue_32063088
ngo gok dak gam joeng po syu wui zung dak zung hou di,common_voice_yue_32063099
ngo ge ji si hai jat cai sik je,common_voice_yue_32063102
haak gaa waa dou jau,common_voice_yue_32063103
m zi jiu m jiu cin,common_voice_yue_32063119
jyu gu nei jau bei fan ge waa maa faan hat deoi sou loeng,common_voice_yue_32063121
soeng min ni geoi ge zing kok se faat hai,common_voice_yue_32063339
lo wing hou hai mat seoi,common_voice_yue_32063877
jau mou hau doi dou zung hai jat wui si,common_voice_yue_32063886
wu wai ji tai zi,common_voice_yue_32063894
daan ne jan wai keoi dei ji ging jat cai zyu zo hou noi,common_voice_yue_32063896
dang zan zoi zit tou bei ngo,common_voice_yue_32065839
zau gong gam do sin,common_voice_yue_32065841
jyun loi zeoi hau go go sin hai zung dim,common_voice_yue_32065887
wok ceoi zi seon ge bin lei sing dou wui jing hoeng dou keoi dei wui m wui soeng heoi tai,common_voice_yue_32065889
ni di je dou jau cou ji ge,common_voice_yue_32065891
gam nei dim zoeng wu hau gaau dou saan dung ge,common_voice_yue_32065918
jau mou ji baak nin,common_voice_yue_32065919
keoi tung bok mat gun hai me gwaan hai,common_voice_yue_32065920
jan wai mou me zi seon zip sau keoi dou,common_voice_yue_32065922
ging jin m jiu fan hung,common_voice_yue_32065923
jau m hai tung fo paang zoeng,common_voice_yue_32065924
daan ngo dei dou mou gam jing zan,common_voice_yue_32065926
sik go faan zau heoi daam seoi nai,common_voice_yue_32065945
jau mat je hai cyun sai gaai dou m seon daan nei seon ge je,common_voice_yue_32065946
jau do fong ji gin jiu zung hap caam haau,common_voice_yue_32065948
wan m dou jyun baan me,common_voice_yue_32065976
keoi dou mou lo cap si wai,common_voice_yue_32065978
keoi dei baan jan zung ji gong zeoi gan maai zo di me san fun ming paai doi,common_voice_yue_32065986
tung maai jau sai hoi ci gaau,common_voice_yue_32065990
gei jin nei dou jap zo lai laa,common_voice_yue_32065992
ngo jat zit jyun tou zau wui saan ceoi,common_voice_yue_32066004
nei go baan bun ngo cung san wan zo jam,common_voice_yue_32066032
sou zi ng bat mou go go zi,common_voice_yue_32066033
m hai ting jat hei m dou san,common_voice_yue_32066035
gaa do jat joeng je,common_voice_yue_32066053
haak gaa jan hai m hai haak geoi naam fong ge zung jyun hon jan,common_voice_yue_32066055
lin dou ngau naai daai lik siu siu gaau dou hei paau dou bei keoi jam,common_voice_yue_32066110
jyut hai sing suk jyut jiu zan sik zi gei tung zan ge sam,common_voice_yue_32066111
ni go hai gin pun fong on,common_voice_yue_32066113
ngo si haa heoi wan,common_voice_yue_32066118
nei dou jau di juk wo,common_voice_yue_32066119
go bou wai wui ngaang di daan hai mei dou hou zuk,common_voice_yue_32066138
jan wai nei bun jat gei ge fong taai ji ging luk go jyut mou zaau,common_voice_yue_32066160
ji ging bei jan jung zo,common_voice_yue_32066162
dung au bun sik,common_voice_yue_32066164
zou mat dou dak haa waa,common_voice_yue_32066253
nei di si hou cau,common_voice_yue_32066255
ni go hai bin wai ge si pan,common_voice_yue_32066256
nei go zau hai gwai gung si ge taai dou,common_voice_yue_32068704
gam ming nin m gong,common_voice_yue_32068705
gam nei haa jat bou ce zau kyut ding hai keoi laa,common_voice_yue_32068706
nei zou me si aa dim gaai jiu so zyu mun aa,common_voice_yue_32068717
nei hai mai jau mat nan je man tai aa diu,common_voice_yue_32068718
ngo hou ging hou siu sik ngo m soeng ting aa,common_voice_yue_32068719
daan ji gaa m seon jau gwai zi hau ngo zau m zoi ging,common_voice_yue_32068720
ze me zou me wui jau zek gau hai dou,common_voice_yue_32068721
kei sat hai hou ngong geoi ge jat gin si,common_voice_yue_32075947
jat go lin zi gei man zi dou m sik se ge jan,common_voice_yue_32075949
bat gwo jyu gu nei dei jau seoi jiu giu seng ngo dou mou man tai,common_voice_yue_32077760
ngo hai gong bei nei ting ge,common_voice_yue_32077761
hai hai hai hai hai hai,common_voice_yue_32077762
hou laa maa faan saai zoi gin,common_voice_yue_32077763
hai gam ge laa tung keoi dei gong je saai si gaan,common_voice_yue_32077764
jyu jam ngo ting ting,common_voice_yue_32079111
ngo dou hou hou kei dim gaai nei m zung ji ngo,common_voice_yue_32079112
ngo zi gei zing ga,common_voice_yue_32079113
ngo wan dou gui la,common_voice_yue_32079115
hung dou lok hoeng gong,common_voice_yue_32079116
jyu gu ngo jiu jau cin jin hau bin sing go zung jan ngo ning jyun wing jyun dou ngaai kung,common_voice_yue_32079117
daai lou bong ngo hon haa nei tiu hai mat go,common_voice_yue_32079119
ho bit cin zau,common_voice_yue_32079122
dak haan ceot lai king haa gai,common_voice_yue_32079124
zi mok jau m do gin,common_voice_yue_32079132
nei dou jap bin jau bin wai hai ngoi gwok jan,common_voice_yue_32079133
hai mai zi jiu tai wun jyun bun ge dong on zau dak laa,common_voice_yue_32079134
keoi aa maa goi nei go ming hou ci dang sei maai keoi bun jan,common_voice_yue_32079141
mong soeng gong mat je ge jan dou jau,common_voice_yue_32079142
tai zing tai zi dak ga,common_voice_yue_32079151
tou tou bat zyut laa,common_voice_yue_32079152
dai saam go hai go leng zai gu din jam ngok gaa,common_voice_yue_32079154
si sat hai nei hai gwan zi jan gaa laan zai,common_voice_yue_32079156
keoi gau nin dou gwo zo san la,common_voice_yue_32079157
waa m ding nei faat jyun zi hau jan dei wui fuk nei ne,common_voice_yue_32079161
keoi dei zou ge diu caa hai ngo dei ge hat sam sing jyun bong sau,common_voice_yue_32079171
tung ci sin caa m do gam zai,common_voice_yue_32079172
lou jat bui dou m teng nei gong ge,common_voice_yue_32079173
keoi hai jat go hou sing gung ge hoeng gong jin ngai gaai geoi sing,common_voice_yue_32079174
nei nim jyun ging mei,common_voice_yue_32079176
daan hai dak nei jat go mei si gwo ngo sau sai nei gam maan jat ding jiu si aa,common_voice_yue_32079178
do ze sau tai daai gaa haa ci zoi gin,common_voice_yue_32079180
lok zo fo mei,common_voice_yue_32079182
jing goi jiu haau fan zoeng,common_voice_yue_32079183
ngo ho m ho ji heoi ji jyun taam haa aa baa aa,common_voice_yue_32079185
maai loeng bin ge waa sat gong ngaam jat bun,common_voice_yue_32079186
wui jau aa je zou ge m sai ngo ceot sau,common_voice_yue_32079190
dong nei heoi dou hou gou go zan ceot min di hung hei zau wui jyut hei bok,common_voice_yue_32079192
ngo gong ge kwai faan tung nei gong ge kwai faan jat joeng aa,common_voice_yue_32079194
nei zung giu ngo zyun zoeng bei keoi,common_voice_yue_32079195
waa bei ngo zi sing gin si hai dim,common_voice_yue_32079196
tung keoi dau so,common_voice_yue_32079197
bei gaau hai lou gwong zau,common_voice_yue_32079198
faan zing keoi dou hai ngo ngok mou,common_voice_yue_32079199
gin pun tung maai jyu jam,common_voice_yue_32079200
hai gam joeng ge gaa sai,common_voice_yue_32079201
nei jau mou cit gai gwo go faat jing,common_voice_yue_32079203
ngo kok sat mou teng gwo,common_voice_yue_32079206
ngo dai jat ci ting ngaak nei jau faan hoi me,common_voice_yue_32079207
dang ngo fong hok zi hau faan uk kei bong nei haa zoi,common_voice_yue_32079210
ngo ging nau ngo gaa ze dim gaai jiu gam zou,common_voice_yue_32079213
ou si kei sat wui m wui bou dou,common_voice_yue_32079214
waa si waa nei zi m zi jap min bin di hai ngo ge soeng,common_voice_yue_32079227
jing goi gei sik hap gwaan zo wui faai gwo lo maa jam,common_voice_yue_32079228
sau gei soeng ge ne go lung daai jau jung cyu cin maan m hou heoi duk,common_voice_yue_32079230
kwan zyu bok laam kwan syu bok coi zung zoeng,common_voice_yue_32079232
jung dak hou m zaap gwaan,common_voice_yue_32079233
ne daan san man hou ci teng gwo,common_voice_yue_32079234
zi din ping jam fei soeng m tung jat mou jung,common_voice_yue_32079235
ji haa hai ngo ge kei zung jat dyun tau sou man bun,common_voice_yue_32079237
nei dou ge je ngo laap saai tung ngo baau hei keoi,common_voice_yue_32079238
ji cin ngo di pang jau hai jung baa si loi cing fu zung coeng tou ge sing zai baa si,common_voice_yue_32079242
zau syun jat gwong jat baak keoi dou wui ging dou laai si,common_voice_yue_32079244
dang ngo caa jat caa zi din sin,common_voice_yue_32079245
m tung gu jan m hai zik zip se hon zi me,common_voice_yue_32079246
tung maai gang gaa leng,common_voice_yue_32079248
ji ging faan zo uk kei,common_voice_yue_32079249
aa baa nei so zo aa bin dou bin zek haau aap ceot lai aa,common_voice_yue_32079250
bok coi jip hou ci sau lau zo ji cin hou do bong paai,common_voice_yue_32079251
keoi dei hou do dou hai laan dou jiu zyu dou maai lai sin sik go di jan lai ga,common_voice_yue_32079252
fun jing gaa hou jau,common_voice_yue_32079254
saam ng baak cek dou m sai laa ji ging,common_voice_yue_32079255
dim wui jau jan gu dou,common_voice_yue_32079256
keoi hai si gaan gun lei daai si lai gaa,common_voice_yue_32079258
jau dou ceon tin jau dou cau tin jau dou dung tin,common_voice_yue_32079262
kei taa jyu jin do m do jan hok,common_voice_yue_32079264
din nou ho ji jung me,common_voice_yue_32079265
jat zan gaan faat bei nei,common_voice_yue_32079266
tai lai nei jung cyun gin pun daa zi,common_voice_yue_32079269
ngo sin hok hou jyut ping sin,common_voice_yue_32079270
gam zau ho ji la,common_voice_yue_32079272
bun diu cung heoi nin zau hoi ci waat kwong,common_voice_yue_32079273
ngo zan gaan ceot gaai,common_voice_yue_32079274
ngo di faa dim syun,common_voice_yue_32079275
jyun loi jau gam ge loi jyun,common_voice_yue_32079277
mou ngaan sik zau mou mei dou,common_voice_yue_32079279
hai me leoi jing ge gung si loi ga,common_voice_yue_32079280
ngo hai maan guk ceot sai ge,common_voice_yue_32079284
sau gei zyun m fong bin,common_voice_yue_32079285
daan hai jau mou ho nang gam,common_voice_yue_32079286
hou ge do ze,common_voice_yue_32079287
daai gaa hou ngo hai gaa fe,common_voice_yue_32079288
zik dou nei lai zo nei dou zi hau,common_voice_yue_32079297
faan deoi cing sai zi tai,common_voice_yue_32079298
sik laat soeng mei leoi,common_voice_yue_32079300
keoi wui ge gam nei dei zi jau king ngo sim sin,common_voice_yue_32079304
nei daap keoi laa gam,common_voice_yue_32079305
ngo dou m zi dim gaai keoi jiu faan zyu ngo,common_voice_yue_32079306
hung dim ge dou hai caa m do ge,common_voice_yue_32079307
bun dei dou lou ge hon man jik meng sap fan tip hap zung man faat jam,common_voice_yue_32079308
nei hai mai dai hyut tong aa,common_voice_yue_32079313
ngo dou mei tai gwo,common_voice_yue_32079320
ngo jing zan ga,common_voice_yue_32079323
