transcription,file_name
hoi kai waa zung waa cit wun hau toi wui jau dit zing,common_voice_yue_31198593
ngo on zong gang san sin,common_voice_yue_31198713
au zau zeoi jim zung hai sai baan ngaa kei ci hai ji daai lei gan zyu hai faat gwok dak gwok jing gwok,common_voice_yue_31198757
sin liu ze zin daa sei mou jyun,common_voice_yue_31198760
nei joeng je hai hok zaap gung geoi dim dou wui zoeng aak ge,common_voice_yue_31198761
nei dou tung sing lyun jung ge hai bin go ci,common_voice_yue_31198764
kei sat hai ngo zyun dang caau laang faan,common_voice_yue_31198861
ngo ngaam ngaam hei san ge,common_voice_yue_31198864
nei m daa gei gam nei lai zou me,common_voice_yue_31198866
hai aa ngo dou sau dou,common_voice_yue_31198868
paang zi ming nei paai tai gwo gei tiu pin jau keoi ceot jin,common_voice_yue_31198869
jyu gu soeng hok zaap gang gaa biu zeon ge faat jam,common_voice_yue_32061886
zou zi nei gam jat saang jat ngo zau jyu bei ding di hou je gwo nei laa,common_voice_yue_32061887
wui m wui hai keoi dei ge hok zaap jap min ge zi liu mei cung zuk,common_voice_yue_32061890
ji ce keoi go zung gaau hai m jung dak ji gaau ge,common_voice_yue_32061892
jat di di hung zau bat gwo ji ging fai faat saai la,common_voice_yue_32061893
m tung keoi hai ngo naam pang jau,common_voice_yue_32061902
laan hau jau lau daa,common_voice_yue_32061904
go luk caa biu baan sau hoi ze waa zi gei bei jan zaau siu,common_voice_yue_32061916
dang ngo dou cyu lyun syun joeng,common_voice_yue_32061917
jing man hai me loi ge ne,common_voice_yue_32061918
tung hok gin dou ho duk bui zek,common_voice_yue_32061940
nei gam ji waa wai fan bin dou dak ge waa,common_voice_yue_32061941
gei sap maan lau hok saang dou zeon bei sau pei,common_voice_yue_32061942
jan siu ge waa ho ji maan maan lai,common_voice_yue_32061943
mou zak tin zi gei cong zou zo hou do man zi,common_voice_yue_32061945
gaa zau ji gaa hai ling san si fan nei m sai fan ga,common_voice_yue_32061947
ngo ji ging hou noi mou lau ji gwong zau go bin ge si gaan,common_voice_yue_32061950
go din waa lam baa gei leng wo,common_voice_yue_32061952
ngo dou zi dou hai mat je keoi ge,common_voice_yue_32061957
ceon hon tong sung dang dai gwok,common_voice_yue_32061958
hou gou hing jing sik nei,common_voice_yue_32061960
mou bit jiu sik cong kit zau zi jin sik cuk sing,common_voice_yue_32061962
ho fong keoi hai haa mou bong ge jan,common_voice_yue_32882448
cing tai kwan gung gou,common_voice_yue_32882574
faat zi cin ji ging gu dou laa,common_voice_yue_32882575
sai jung pan leot dai,common_voice_yue_32882577
mei wan gwo zi mou zi,common_voice_yue_32882607
jung jat man go di tou zau hou,common_voice_yue_32882629
nei hai gwok ngoi wo kam faan jap lai si aa,common_voice_yue_32882650
zau hai mou si gaan,common_voice_yue_32882662
dang ngo hok suk jyut ping sin,common_voice_yue_32882716
je lou dou ho ji daa aa,common_voice_yue_32882871
giu gwok jyu hou mou,common_voice_yue_32882962
gaa zan jing goi mou ni zi go zai coeng laa,common_voice_yue_32882972
dou hai hai zi din soeng wan m dou ge zi,common_voice_yue_32883008
jyut jyu kaa tung zaam,common_voice_yue_32883009
hou jau man tai ge zau lau jin laa,common_voice_yue_32883012
jau wai kei dou zau sau pei,common_voice_yue_32883197
waa keoi haau di je zan hai hou lyun lo,common_voice_yue_32883234
bat gwo ni zek zi m sip kap jap sing wan mei,common_voice_yue_32886402
sang wut ho nang hai mung waan jat coeng,common_voice_yue_32886408
dim gaai cing gok haa sik faan,common_voice_yue_32886410
jau hou do zi gan hai jiu sei bui,common_voice_yue_32886415
ni go hai san kwai zak zi cin ge tou pin,common_voice_yue_32886432
gwong dung bun dei jan jau gei do maan,common_voice_yue_33262843
bin dou ge hok haau,common_voice_yue_33262845
tai haa jan dei bou din si gu dung,common_voice_yue_33263085
ngo tai gwo din jing cing se hai lei bik waa tung meng siu syut goi pin,common_voice_yue_33263136
nei di ci ge zing kok jyu fau,common_voice_yue_33263140
hoeng gong zau hai m tung di,common_voice_yue_33263142
so ji gong zung man nei go ci hou mou wu,common_voice_yue_33263193
gam cong kit ngo m sik jung,common_voice_yue_33263195
nei jau wui zi ngo soeng dim ge,common_voice_yue_33263221
dim gaai jiu bun laai ding faa ne,common_voice_yue_33263222
ceng man gok haa faat ge ne go dong jiu gaa jap bin go on zong zi liu gaap leoi ge zi liu gaap,common_voice_yue_33263340
ngo dei ji cin gaau hok hai jyut jyu ga,common_voice_yue_33263341
jau faat tip ngo teoi,common_voice_yue_33263416
kei sat ngo m zung ji fong ng bat,common_voice_yue_33263417
gam ci ho ji si haa ceng sik go zek,common_voice_yue_33263448
zi biu jap min mai ji ging gaai sik zo lo,common_voice_yue_33263455
bat gwo ni zek zi m sip kap jap sing wan mei,common_voice_yue_33263495
jing goi jyu mong lok zing fung jau gwaan,common_voice_yue_33263505
lei siu lung hou ging,common_voice_yue_33263568
ceng man jing goi jau ngo se syut ming man ding hai loeng wai se,common_voice_yue_33263574
hai mai jau laa,common_voice_yue_33263576
jau gam ge si me,common_voice_yue_33263625
zek hai waa mui go jan dou ho ji deoi keoi wai so juk wai,common_voice_yue_31647669
wai zo gwong ming ge mei loi,common_voice_yue_31647670
tim gaa syun mei zung wo di jau zi,common_voice_yue_31647671
jyu gu nei soeng seon zi gei jau heoi zeoi zuk mung soeng,common_voice_yue_31647672
go si keoi zung zeoi gan ngo,common_voice_yue_31647673
ngo ngaang geng daan ngo mou faat nau mou nau dou,common_voice_yue_31647691
fong sung di laa,common_voice_yue_31647693
keoi dei m geng di je hou naan sik me hou zaai wo,common_voice_yue_31647695
nei dou ping si hou zing ga,common_voice_yue_31647699
ngo hoi ci hok nei di ngok hei kei sat m hai jan wai ngo hou jau hing ceoi,common_voice_yue_31647768
ngo zung ho ji cung jat ji zung ge zau hai ngo gaa ce tung gaan uk,common_voice_yue_31647769
aa baa nei so zo aa bin dou bin zek haau aap ceot lai aa,common_voice_yue_31647772
waa bei ngo zi sing gin si hai dim,common_voice_yue_31647774
nei ting san ji ceot gau ngo dei hai hou jing,common_voice_yue_31647775
dang zan sin,common_voice_yue_31647900
bin go dak zeoi zo keoi dei,common_voice_yue_31647901
ngo dei hou hing dai lai,common_voice_yue_31647903
nei gok dak nei daa dak jeng ngo me,common_voice_yue_31647904
ngo tyut faat ngai gei,common_voice_yue_31647941
ngo hai mai zan hai jiu gwaan sam ga,common_voice_yue_31647943
ngo jyun cyun tai m tau dim wui jau jan ging hou siu sik,common_voice_yue_31647945
daan ngo dou soeng si haa jau si gaan ngo soeng lin haa laam kau,common_voice_yue_31647947
hou do si hau bing m hai jat fuk zai zau jiu nim tip ge,common_voice_yue_31237040
nei ne dou ge zou geoi ngo ho ji jing wai hai daa co zi,common_voice_yue_31237041
ji gaa zung jung dou daan jyu gwo se zoi zo gam go jam haau mai jung m dou,common_voice_yue_31237042
ji jung fu hou zau bei gaau haan wai,common_voice_yue_31237043
hai zik cing m ho ji jung,common_voice_yue_31237079
zi cin mei cang teng gwo,common_voice_yue_31237080
jan dou ho ji bei gik dou saang haa daam tiu dim gaai jan m ho ji hou ci gau gam nou,common_voice_yue_31237081
nei hai m hai jiu ne,common_voice_yue_31237082
hou zou hei san wo,common_voice_yue_31237083
ji gaa gong mun ge caan jam jip ji ging fui fuk jing jip,common_voice_yue_31237093
tung hok haau gong mat,common_voice_yue_31237094
wai tau haak gaa dou jau,common_voice_yue_31237095
m hou lei nei zung jan laa,common_voice_yue_31237096
ngo jung ngo ge fong sik tung nei dei gong,common_voice_yue_31237097
ngo cing jyun mou cing diu,common_voice_yue_31237123
nei go sai gaai zan ho bei,common_voice_yue_31237124
cyun gwok jan daai wai jyun zoeng,common_voice_yue_31237126
daan jau zi keoi m hai haak ji jung lik heoi gong je,common_voice_yue_31237129
gam jap heoi zik ho tai dou,common_voice_yue_31237132
hou ge m goi saai nei dei,common_voice_yue_31237150
mun jyu bei gaau ming kok gei fu ji ging siu mong,common_voice_yue_31237151
dang gok wai daai san wui daap,common_voice_yue_31237153
mei gwok ge zung gwok jan gwo m gwo zung cau,common_voice_yue_31237156
baau kut jat man dou ho ji jung lo maa zi mou se ceot loi,common_voice_yue_31265399
zi hau jat zik dou mou gaau,common_voice_yue_31265400
jau kei hai jing si zok ban ge pui jam fei jyun jam ge waa jau si hau haau gwo wui caa hou do,common_voice_yue_31265402
syun soeng dim daa lou fu ne,common_voice_yue_31265424
zik zip jat go zai zau syun gaan daan zik zip,common_voice_yue_31265425
gwong din guk jat saat zoi saat,common_voice_yue_31265450
tung keoi dau so,common_voice_yue_31265451
daai gaa tai syu dou ho ji do di lau ji zok ze zok ban ge cin jin waak ze zeoi,common_voice_yue_31265452
deoi jyut jyu ge ho ci zuk faat zin bing mou taai daai jik cyu,common_voice_yue_31265504
bat gwo ngo nam dou hai jiu dang keoi teoi ceot zing sik baan sin,common_voice_yue_31265505
wong sin saang gong gan gei noi zi cin ge si,common_voice_yue_31265546
nin nin dou hai gam,common_voice_yue_31265547
ngo jau tung hok hok jat jyu,common_voice_yue_31265583
ngo ji gaa seoi jiu se jat pin jin gau man zoeng,common_voice_yue_31265584
jau di gau kek mou baan kyun haan zai zaam zi jin ho ji jau,common_voice_yue_31265585
baak faa beng jau di me zing zong,common_voice_yue_31265587
teng keoi baa seng hou ci gwong zau jan,common_voice_yue_31265637
zyu hoi hai m hai jau dei zan,common_voice_yue_31265640
dung au bun sik,common_voice_yue_31265641
keoi heoi maai loeng deoi haai bei ngo,common_voice_yue_31265700
zek bui soeng min jau biu cing,common_voice_yue_31265703
bin go hai ngoi gwok jan,common_voice_yue_31265752
nei jat gong zau ngo zau gei dak jau go pang jau hai maai hung zau ge,common_voice_yue_31265753
gu gai wui bei ngo gik sei,common_voice_yue_31244539
naam ning lau zau ji sai gei bun soeng dou sik,common_voice_yue_31244540
nei go ho ji jau,common_voice_yue_31244541
ping jam jung ni zek zi jing,common_voice_yue_31244542
hai aa wui daa co hou do,common_voice_yue_31244543
zi biu dai bun ji ging jyun sing pin cap,common_voice_yue_31244559
ci zuk gam zou zoeng wui wai hok saang tai gung m siu bin lei,common_voice_yue_31244560
m tung sung baai jat go lin mong lou zi jau dou mou ge gwok gaa,common_voice_yue_31244561
mau di jan ge si wai,common_voice_yue_31244563
zi hau daai gaa dou zoek zung gaau hok fong min zau hou la,common_voice_yue_31244579
so ji bak hoi hai sei sing sei diu,common_voice_yue_31244581
ho nang wui maan di,common_voice_yue_31244583
fei maau bei jan daa,common_voice_yue_31244585
dou waa duk syu lok,common_voice_yue_31244586
ngo zan gaan zau soeng gei jau mou si gaan king zan din waa,common_voice_yue_31244604
nei di zik dak jat duk ge hou syu nei duk gwo gei bun,common_voice_yue_31244606
man di gam gaam gaai ge man tai,common_voice_yue_31244607
syun zo nei go zau wui jau man tai,common_voice_yue_31244608
nei soeng gam jat heoi deng sing kei jat,common_voice_yue_31244619
zi hai gu m dou gam faai,common_voice_yue_31244620
ji ci jyun ge sai gaai,common_voice_yue_31244621
ji gaa waan sou ge waa wui m wui tai sing seon jung,common_voice_yue_31244622
waan ging so bik ze,common_voice_yue_31244623
di cit zi ting fuk zaap,common_voice_yue_31190502
zyun jat bun keoi zi hau zi dung on zong zo mei jyun jat jyu syu jap faat,common_voice_yue_31190503
gu gaa jau lai caa sau,common_voice_yue_31190504
kwan zyu ho m ho ji zing go sau gei haa zoi tung maai sai jung jyut ping ge gaau hok,common_voice_yue_31190505
fan sing ng sap zou hai mui zou ji cin tiu,common_voice_yue_31190506
dim wui jau di gam mou lai maau ge jan ga,common_voice_yue_31190577
nei dou lyun lok dou jan laa,common_voice_yue_31190578
m hai nei zung cing fong,common_voice_yue_31190579
nei di hai mat je,common_voice_yue_31190580
ngo suk se deoi lyun jung zo nei go ci,common_voice_yue_31190581
m zi mat loi ge,common_voice_yue_31190651
dim gaai m zoeng jyut jyu zok wai gun fong jyu jin,common_voice_yue_31190653
bat gwo dou hai sik ge,common_voice_yue_31190654
zaam si mei goi dang zan goi zo tung daai gaa gong sing,common_voice_yue_31190655
zan hai ge wai mat je ngo dei naam fong ge jyu jin zau gam bat sau zung si,common_voice_yue_31190656
keoi jik dou hai hoeng gong jan,common_voice_yue_31190672
kei sat nei sin hai zan zing ge faan gaau daat jan,common_voice_yue_31190673
gam jat jau toi fung,common_voice_yue_31190674
jan wai ngo zi dou zi gei zung ji gong pin mun je so ji m wui kei mong jau wui jing,common_voice_yue_31190676
ho ji jik sing gam,common_voice_yue_31190694
go dou gai zau zan hai jau hai m hai mei gau cing zau m zi,common_voice_yue_31190696
so ji waa pou kap ping jam zan hai hou gan jiu,common_voice_yue_31190698
teng gong jau ping jau hou jung,common_voice_yue_31190700
zung ji waang paai ge hai mai zyu lau,common_voice_yue_31190701
nei zi dou zi hau faat sang ge je wui gang ging ngaa,common_voice_yue_32407404
nei ji gaa gwaai ngo go neoi aa,common_voice_yue_32407405
mai zi heoi bin ze nei,common_voice_yue_32407408
gwong zau ji cin ge baa si gam leng ge,common_voice_yue_32407409
gang zi ngo waa nei ting ge aai kap sau dou,common_voice_yue_32407421
nei gei sau fun jing wo,common_voice_yue_32407422
mou zo saang ngo ceot lai ge jan pui ngo jat cai gwo jau dim wui hoi sam dak lok,common_voice_yue_32407429
nei zi m zi dou deoi kei hai ding zim ge jan loi gong,common_voice_yue_32407439
ngo gin hai nei aa baa ngo sin m jat goek san keoi ceot gaan uk,common_voice_yue_32407440
gam ci gang san jau mat je,common_voice_yue_32407441
wu soeng zyun zung lo ni di je zau,common_voice_yue_32407482
gam keoi jau mou mou tai hei gwo ngo aa,common_voice_yue_32407490
jyun loi zan hai jau ga,common_voice_yue_32407491
min tau go sei zek zi tai m dou,common_voice_yue_32407492
nei hai mai jau je mun zyu ngo aa,common_voice_yue_32407498
jat nin bou sap maan,common_voice_yue_32407499
zung jau hou taam mou heoi wing ge hoeng gong neoi zai,common_voice_yue_32407500
ngo tin saang tau faat ni zek sik,common_voice_yue_32407509
daan go seoi gwai deoi zyu zik mat jau gei wan jau ga wo,common_voice_yue_32407514
ngo gam jat zoek baak sik sei gok dai fu,common_voice_yue_32407517
ngo hai san jan lin dong dou mou dim tai,common_voice_yue_32407521
ngo zau hai daa nei faat bei ngo ge go go ming,common_voice_yue_32407522
jyu gu nei gaau m dim ne daan je ge waa nei zau dang zyu dai jat go bei ngo paang zau,common_voice_yue_32407538
nei m hou sik je sang dung mat laa,common_voice_yue_32407546
giu gwok jyu hou mou,common_voice_yue_32998366
jat zaap dou m teng zo jau fung jyun bit wai seoi jan,common_voice_yue_32998476
gaan faa zi m ho ji jyun zing biu daat jyut jyu,common_voice_yue_32998619
keoi dei tau sin man nei go zi dim joeng duk,common_voice_yue_32998646
ji gaa hok gan jyut jyu,common_voice_yue_32998660
dyun man long duk hoi ci laa,common_voice_yue_32998668
jau mat je m ho ji se,common_voice_yue_32998680
jau mou bit jiu aa,common_voice_yue_32998692
mat je si hau faat bou o,common_voice_yue_32998699
hang dung zeoi sat zai,common_voice_yue_32998717
zi gok dak hai hei jau mat zung,common_voice_yue_32998722
hou ci hou sam ngo teng m ming ngo fan jan hou gaan daan,common_voice_yue_32999131
zau hai zing jyu cin min gong ge hai di zok ban ge gwaan gin wai zi tim gaa ping jam,common_voice_yue_32999156
nei zi ngo m gong bak fong waa jan dei zau m wui gong,common_voice_yue_32999174
ji gaa hai hoi zyu,common_voice_yue_32999178
nei hai mat je sau gei,common_voice_yue_32999179
o jan wai nei go,common_voice_yue_32999216
m hai ngo soeng man haa ceoi ci zi ngoi jau mou kei taa jam mou,common_voice_yue_32999228
hei mong dong lou cam seon lei,common_voice_yue_32999239
ngo hai waa ngo dei saam go king gan din waa m fong bin daa zi zyu,common_voice_yue_32999246
nei go jik dou m co,common_voice_yue_32999276
nei jat zan ho ji si haa,common_voice_yue_32999278
nei ho ji heoi sau gei lok jyun wan,common_voice_yue_32999281
on ziu ji jam ge waa,common_voice_yue_32999303
jyut zi jap min ge loeng waang se zou jat dim jat tai zik hai doi biu bin go bou sau,common_voice_yue_32312763
bat gwo nei gong dak jau dou lei,common_voice_yue_32312775
nei zou gan mat je,common_voice_yue_32312776
sai sai go zan ting hoi di me gu zai aa,common_voice_yue_32312779
nei ting jat heoi ling paau,common_voice_yue_32312800
m seoi jiu bak fong waa ping jam,common_voice_yue_32312801
zyu zo leng joeng lau ho sik mou zo sai go lok jyu gaak lei uk aai daai gaa sau saam go fan wan hing,common_voice_yue_32312830
jing goi hai bin dou wan ne,common_voice_yue_32312832
jat jat soeng gan soeng siu jat dou soeng ham tau maai coeng,common_voice_yue_32312833
nei jat ding hai uk zyu laa hai mai,common_voice_yue_32312855
jau man tai m bat goi,common_voice_yue_32312857
hai nei zing san taai gwo gan zoeng la gwaa,common_voice_yue_32312859
jau cin zau gaai tin ngo juk mou cin zau gaai zyu naam juk,common_voice_yue_32312863
fong gwo keoi laa,common_voice_yue_32312866
jyu gu ngo zi gei fan ngo m wui bei do di,common_voice_yue_32312890
ne leoi jan hai hou do sou dak ceot mei bok zoeng hou ming ge dou jau sing deoi,common_voice_yue_32312891
hai zik bo jyun sin ngaam,common_voice_yue_32312898
mang tiu daai ceot lai sin,common_voice_yue_32312899
hau loi faat gok jyun loi waak waa m gaan daan,common_voice_yue_32312900
ngo waa dou sung ge ming,common_voice_yue_32312901
oi gwok zyu ji gaau juk zing san bou tip,common_voice_yue_32312902
soeng seon ngo keoi zung ji tiu zin,common_voice_yue_32312913
ngo m hai waan gan nei ngo zing hai soeng gin dou nei siu,common_voice_yue_32312914
jiu sat jin nei ge pou fu zau jiu jau tung dang ge lik loeng,common_voice_yue_32312916
jau kei gong gwok jyu go di zim hou siu sou,common_voice_yue_37571534
jan dei mou hok gwo m sik zing soeng gwaa,common_voice_yue_37571575
ngo hok haau hou tai cung hok seot ge bei coi,common_voice_yue_37571637
zeot zi sau dou seon,common_voice_yue_37571717
cou dai ngo man haa ze,common_voice_yue_37572323
ngo dei so wai ge wai wu bun tou ci,common_voice_yue_37573265
daan duk jat go zeoi baa,common_voice_yue_37573914
hai ge jat joeng ge man tai,common_voice_yue_37573934
san wui gu cing gong zau ji ging jau cin luk nin ge lik si,common_voice_yue_37573979
ngo daam sam jau jan jap dak heoi wui gaau lyun saai,common_voice_yue_37573968
lou sai zau hai m tung,common_voice_yue_37574051
m hou bei keoi gin dou leng neoi,common_voice_yue_37579473
hou do ci jyu ngo dei zung si gan,common_voice_yue_37579490
wat haa dou gwo cin maan,common_voice_yue_37579503
ni go hai haa zoi fu hou daan ngo m zi hai m hai siu hok,common_voice_yue_37579550
mou ngo gong ge tung si keoi m jat joeng,common_voice_yue_37579571
je maan go caan jiu dang dou je maan haak sin zi jau dak sik wo gam zou aa maa m bei sik,common_voice_yue_37579607
jau bun si zau bou lou zan san,common_voice_yue_37579637
gwo loi jyun fu,common_voice_yue_37579693
zan hai mou jyun mei zyun wun,common_voice_yue_37579826
dai si zoi bei jan zaa pin dou hai zi gei wan loi,common_voice_yue_37579868
ngo nam hai ngo jan m zyu baau saai ceot lai,common_voice_yue_37580242
ngo dou mou mat gin ji m hou ji si,common_voice_yue_37580272
nei man haa zan mei sin,common_voice_yue_37580288
zou mat gam jin zek mou saai jin leon zi jau,common_voice_yue_31195418
hou do jan so haa so haa ji wai maan si daai gat fong sung ging tik,common_voice_yue_31195419
ngo nam gan nei daa heoi ngo bin go din waa hou,common_voice_yue_31195420
jyu gu soeng hok zaap gang gaa biu zeon ge faat jam,common_voice_yue_31195421
kei sat hai hou ngong geoi ge jat gin si,common_voice_yue_31195422
din nou baan bun hai bin dou haa zoi,common_voice_yue_31195478
waa m ding nei faat jyun zi hau jan dei wui fuk nei ne,common_voice_yue_31195479
hoi ngoi ge haa zoi leot taai siu,common_voice_yue_31195480
jiu loeng go hou jau jat cai sin dak,common_voice_yue_31195481
jyun loi zeoi hau go go sin hai zung dim,common_voice_yue_31195482
m zi cyun tung wui m wui keoi fan naam neoi ne,common_voice_yue_31195493
dong nei zung jan zoeng aak zo wai tin mit dei ge hak fo gei hau gwo zi gei nam,common_voice_yue_31195494
diu si dak zing zi jat tung neoi zai ge ngaan san gaau lau m ciu gwo saam miu zung,common_voice_yue_31195495
ngo jat zik hou soeng ji man ceot heoi,common_voice_yue_31195496
jiu cit ding ge bit seoi jiu mak jing ji jyun ci sou geoi syu ceot,common_voice_yue_31195497
nei tiu se hai mat ban zung,common_voice_yue_31195503
dou si seoi jiu bong sau zau ceot seng,common_voice_yue_31195504
zi cin waa nei hai dai ji go saang zoeng daai ge hai bin go saang,common_voice_yue_31195505
gu zai mei git cuk,common_voice_yue_31195506
daa co,common_voice_yue_31195507
gwo dung hau niu dou bei keoi dei sik cing gwong,common_voice_yue_31196373
nei jat gong zau ngo zau gei dak jau go pang jau hai maai hung zau ge,common_voice_yue_31196374
zeoi hou zoeng nei ge soeng faat se sing man dong,common_voice_yue_31196375
nei go dou m hai zat man ci aai gaau do di,common_voice_yue_31196376
tung maai jau sai hoi ci gaau,common_voice_yue_31196377
jing goi hou do dei fong dou gong,common_voice_yue_31211346
nei go man zoeng se dak hou zung hang daan hai jyu gu bei jan lei jung zo ge waa zau m hou la,common_voice_yue_31211347
zit zo hou do ci sin zung,common_voice_yue_31211348
sing gun tung zau gwai jat jat waan maau zuk lou syu ge jau hei,common_voice_yue_31211349
cuk dou faai m faai,common_voice_yue_31211350
m zi dim gaai ngo cung gwong zau jam bin sing zo gong ou jam,common_voice_yue_31211400
zin long daai bou fan gwaa dak zou,common_voice_yue_31211401
ngo zung zi ceot mei dai jam mau bei keoi dei,common_voice_yue_31211402
m tung nei m hai gwong dung jan,common_voice_yue_31211404
gwong dung zan hai mou mat jan sai jung,common_voice_yue_31211405
jau mou jan tung keoi king gwo din waa,common_voice_yue_31211419
gwaan jyu zi tai ge man tai gan kei ngo zoeng wui tung jin gau jyun ge tung si tou leon jat haa,common_voice_yue_31211420
gam jat gam zing ge,common_voice_yue_31211421
jyun loi nei hai m sik aa,common_voice_yue_31211422
ngo jau si hau faai dou wui jung bat gwo gung zung coeng hap ngo wui bei min,common_voice_yue_31211423
bat ging jung wu jau sai jung gwaan sing teoi ceot sin ge jat bun ho ji zang ceoi dou do di jung wu,common_voice_yue_31211695
ngo zau m dak ngo mei si gwo suk se sang wut,common_voice_yue_31211696
hai mai nam do zo,common_voice_yue_31211697
jau neoi hai dou dou mou jan keng gai,common_voice_yue_31211698
man dou m bei,common_voice_yue_31211699
ho paa ge wu naam jan sik di je ciu laat,common_voice_yue_31211882
zi siu wan zi dou m sai gam maa faan,common_voice_yue_31211883
zyu jiu hai sing pin ge jan to zyu ngo ngo dou mou gai,common_voice_yue_31211884
ngo hou soeng tai haa go ng go gu zai gong zo di mat,common_voice_yue_31211885
nei teoi zin go mong zaam,common_voice_yue_31211886
nei ping si hai bin tai,common_voice_yue_32258193
nei dei hai m zou dak je ge nei dei zau m hou zou,common_voice_yue_32258194
jing goi zoeng bat sat ge je siu ceoi,common_voice_yue_32258202
ngo dou m zi,common_voice_yue_32258204
ngo jung zi gei zoeng soeng zou tau zoeng,common_voice_yue_32258205
do ze nei hou hoi sam gam jat sik zo go san pang jau,common_voice_yue_32258217
ngo ji gaa ceot heoi sik je,common_voice_yue_32258218
gam keoi haang syu ge se faat hang ding jau bin faa,common_voice_yue_32258223
ngo ji hau dou m wui zoi faan nei,common_voice_yue_32258232
kei sat zi bat gwo hai zi gei zou m dou dei zyu,common_voice_yue_32258233
hou ci hai hou je,common_voice_yue_32258234
tai haa jau mou se co je,common_voice_yue_32258235
m zi ngaam m ngaam ne,common_voice_yue_32258242
tung ji gaa m jat joeng,common_voice_yue_32258246
nei dou hai jung bat waak syu jap faat daa zi,common_voice_yue_32258257
hang zi cam jat daai dit gam jat jau daai sing,common_voice_yue_32258260
keoi mou tung ngo gong gwo nei gin si,common_voice_yue_32258261
aa fung fan jan ping si seoi jin gong je haam sap daan keoi m wui seoi dou heoi tau paak jan dei kwan dai,common_voice_yue_32258267
zou zo jat paai zaan zo cin gei ngan,common_voice_yue_32258268
zi dou ngo zung hai dou tai gan syu jau m ming ge waa wui man daai gaa ge m goi saai,common_voice_yue_32258269
daai waan ging daai kwaang gaa jiu nei sei mou dak m sei,common_voice_yue_32258270
ngo waa keoi lei jung gan keoi aa maa ge sei lai zip gan ngo,common_voice_yue_32258271
nei dou zi ngo m zung ji heoi hok haau fan lin jing ga laa,common_voice_yue_32258320
jau do zo jat go jyut ping sai jung ze,common_voice_yue_32258337
ji gaa tiu lou zan hai mou ce ga wo,common_voice_yue_32258344
ngo ji wai keoi gong gan dai go zi,common_voice_yue_31336139
dou hai mak jing ge pou tung waa faan caa,common_voice_yue_31336140
ngo m soeng jan dei zi dou ngo san sai,common_voice_yue_31336141
tai lai bak hoi hai zyun gaa jin gau ge jit dim,common_voice_yue_31336142
hou ngo ming nei ge ji si,common_voice_yue_31336143
lou jat bui dou m teng nei gong ge,common_voice_yue_31336144
hok jat man m doi biu maai gwok,common_voice_yue_31336145
ngo dei king gan saa tin jau jyu ho sing wai jat go zing gu jan ge mou hei,common_voice_yue_31336146
m hai mat je jan dou jau him heoi ge ban zat,common_voice_yue_31336147
tiu lou jau hai pin dei wong gam,common_voice_yue_31336148
nei zung seoi zeon hou ji si gong zi gei hai lou si,common_voice_yue_31336149
zou mat gam jin zek mou saai jin leon zi jau,common_voice_yue_31336150
ngo hok m sik ge zung jau ngo go zai,common_voice_yue_31336151
faan hai zik jyun zou ge dou hai zik jyun,common_voice_yue_31336152
dyun ng zit on hong,common_voice_yue_31336153
zung gwok keoi ging ji bei lok gaa laa,common_voice_yue_31336154
zok ze waa jat go sing kei zi noi,common_voice_yue_31336155
lam fung dou m leng zai ge,common_voice_yue_31336156
nei zi daai luk di je ge laa,common_voice_yue_31336157
go zek zing hai jung cam jat zek,common_voice_yue_31336158
kei sat leoi min dou jau kei bat gwo mou jyu zi hin si hai syun daan soeng min,common_voice_yue_31336164
gam mou gai keoi dei taai ging ngo dei daa m gwo,common_voice_yue_31336165
zi din ping jam fei soeng m tung jat mou jung,common_voice_yue_31336166
jiu sik fan zyu coeng zong haan,common_voice_yue_31336167
tung sik zi jau dak king,common_voice_yue_31336168
daan dim dou hou si sat soeng hai keoi dei zou zo baan jan,common_voice_yue_31731791
waa nei wun neoi zung faai gwo wun saam,common_voice_yue_31731792
ngo wui sing wai sai gaai soeng zeoi hang fuk ge jan,common_voice_yue_31731793
jau m tung ge hok seot bei coi zing jing baan,common_voice_yue_31731812
ngo m jiu cung loeng laa,common_voice_yue_31731818
nei gong dak ngaam ngo ji gaa zou gan ge si zau hai jiu daa po nei joeng je,common_voice_yue_31731845
nei din jau gei do,common_voice_yue_31731846
nei tau sin gong mat waa,common_voice_yue_31731847
nei dou dou mou beng jan dak go hau cau ge seoi jan hai dou,common_voice_yue_31731848
sat ding m dou laa,common_voice_yue_31731877
bin jau waan aa mou di gam ge si,common_voice_yue_31731878
dong keoi dei fan sau ge si hau daai gaa dou m soeng jiu zek gau,common_voice_yue_31731879
haan gai lei ze jau keoi mou so wai,common_voice_yue_31731903
nei gam m zyun zung lyun gaau keoi gaan uk,common_voice_yue_31731975
ngo dei gan bun dou m wui tai hei nei,common_voice_yue_31731978
ngo gei dak keoi zi cin jau gong gwo,common_voice_yue_31731979
jap min dou mou je zing hai dak saam tung maai keoi aa maa zoeng soeng,common_voice_yue_31731995
jau wai wu jat kei,common_voice_yue_31732015
jau jyun bun zi gok zi gou mou soeng,common_voice_yue_31732019
ngo faat sai ngo m wui zoi man keoi sik m sik je ga laa,common_voice_yue_31732038
ni go hai ngo dei ge si doi,common_voice_yue_31732055
ngo ngaam sin luk zo jam nei ting haa,common_voice_yue_31732057
